return_id,order_id,return_date,return_reason,return_category,refund_amount,return_status,condition_after_return
R002082,O015084,2026-08-06,Changed Mind,Customer Preference,3016.74,Rejected,Good
R002083,O015088,2026-08-05,Missing Accessories,Product Issue,309.5,Approved,Damaged
R002084,O015089,2025-09-09,Changed Mind,Customer Preference,1005.9,Approved,Opened
R002085,O015101,2026-03-19,Missing Accessories,Product Issue,703.33,Approved,Opened
R002086,O015109,2026-07-18,Not as Expected,Customer Preference,2005.27,Approved,Good
R002087,O015117,2026-06-12,Wrong Product,Product Issue,791.95,Approved,Good
R002088,O015123,2026-02-27,Wrong Product,Product Issue,3454.29,Approved,Damaged
R002089,O015129,2026-07-12,Wrong Size,Customer Preference,1157.99,Approved,Opened
R002090,O015146,2025-11-12,Damaged Product,Product Issue,300.48,Approved,Damaged
R002091,O015153,2025-12-10,Not as Expected,Customer Preference,871.04,Approved,Good
R002092,O015156,2026-07-23,Damaged Product,Product Issue,7294.62,Approved,Damaged
R002093,O015161,2026-02-22,Missing Accessories,Product Issue,3513.16,Approved,Opened
R002094,O015168,2025-09-22,Changed Mind,Customer Preference,1326.14,Approved,Good
R002095,O015178,2026-03-02,Product Quality Issue,Product Issue,1413.15,Approved,Opened
R002096,O015182,2026-01-10,Not as Expected,Customer Preference,277.18,Approved,Good
R002097,O015206,2026-04-19,Late Delivery,Customer Preference,2087.55,Approved,Good
R002098,O015212,2025-12-06,Damaged Product,Product Issue,1037.46,Approved,Damaged
R002099,O015221,2026-06-30,Wrong Size,Customer Preference,938.04,Approved,Opened
R002100,O015226,2026-02-09,Wrong Product,Product Issue,2012.33,Approved,Opened
R002101,O015232,2026-04-25,Changed Mind,Customer Preference,1655.71,Approved,Damaged
R002102,O015233,2025-12-24,Wrong Size,Customer Preference,3431.26,Approved,Good
R002103,O015236,2025-10-19,Missing Accessories,Product Issue,2622.34,Approved,Opened
R002104,O015269,2025-12-28,Damaged Product,Product Issue,1442.97,Approved,Damaged
R002105,O015283,2026-01-31,Late Delivery,Customer Preference,1728.15,Approved,Damaged
R002106,O015286,2026-05-24,Wrong Product,Product Issue,3873.62,Approved,Opened
R002107,O015295,2026-04-18,Wrong Product,Product Issue,1710.04,Approved,Opened
R002108,O015296,2026-08-06,Product Quality Issue,Product Issue,1383.89,Approved,Opened
R002109,O015310,2026-03-06,Product Quality Issue,Product Issue,1761.56,Approved,Damaged
R002110,O015313,2026-07-22,Product Quality Issue,Product Issue,466.12,Approved,Opened
R002111,O015315,2026-01-27,Damaged Product,Product Issue,885.4,Approved,Good
R002112,O015317,2026-04-13,Not as Expected,Customer Preference,1583.19,Approved,Damaged
R002113,O015320,2026-04-07,Damaged Product,Product Issue,3310.55,Approved,Good
R002114,O015343,2026-01-30,Wrong Product,Product Issue,2054.86,Approved,Opened
R002115,O015345,2026-04-02,Not as Expected,Customer Preference,3791.15,Approved,Good
R002116,O015348,2026-03-27,Missing Accessories,Product Issue,3669.42,Approved,Good
R002117,O015373,2026-06-11,Not as Expected,Customer Preference,914.35,Approved,Opened
R002118,O015391,2026-04-22,Wrong Size,Customer Preference,971.02,Approved,Damaged
R002119,O015409,2025-09-28,Damaged Product,Product Issue,1354.67,Rejected,Good
R002120,O015418,2025-09-17,Wrong Size,Customer Preference,3948.52,Approved,Opened
R002121,O015423,2026-05-30,Wrong Product,Product Issue,2216.22,Approved,Opened
R002122,O015448,2026-02-12,Not as Expected,Customer Preference,1467.64,Approved,Opened
R002123,O015473,2026-06-23,Not as Expected,Customer Preference,3249.43,Rejected,Damaged
R002124,O015481,2026-01-20,Damaged Product,Product Issue,2222.56,Approved,Opened
R002125,O015496,2026-01-01,Wrong Size,Customer Preference,1245.94,Approved,Good
R002126,O015502,2026-03-05,Missing Accessories,Product Issue,2959.22,Approved,Good
R002127,O015503,2025-10-22,Not as Expected,Customer Preference,323.52,Approved,Good
R002128,O015518,2026-03-05,Wrong Size,Customer Preference,541.4,Rejected,Damaged
R002129,O015522,2026-05-22,Wrong Size,Customer Preference,190.44,Approved,Opened
R002130,O015526,2026-07-04,Missing Accessories,Product Issue,867.75,Approved,Good
R002131,O015544,2026-02-24,Changed Mind,Customer Preference,240.49,Rejected,Damaged
R002132,O015551,2026-02-08,Product Quality Issue,Product Issue,1178.45,Approved,Opened
R002133,O015561,2025-08-26,Changed Mind,Customer Preference,2253.52,Approved,Good
R002134,O015574,2026-02-01,Missing Accessories,Product Issue,471.68,Rejected,Good
R002135,O015579,2026-08-21,Wrong Product,Product Issue,1585.38,Approved,Damaged
R002136,O015583,2025-09-16,Missing Accessories,Product Issue,1049.09,Approved,Damaged
R002137,O015588,2025-10-06,Product Quality Issue,Product Issue,1850.78,Approved,Damaged
R002138,O015589,2025-11-18,Product Quality Issue,Product Issue,2107.44,Approved,Opened
R002139,O015604,2026-08-22,Changed Mind,Customer Preference,722.94,Approved,Opened
R002140,O015628,2026-01-04,Missing Accessories,Product Issue,2503.63,Approved,Damaged
R002141,O015629,2025-12-28,Missing Accessories,Product Issue,256.15,Rejected,Opened
R002142,O015641,2026-08-13,Wrong Size,Customer Preference,764.24,Approved,Opened
R002143,O015651,2025-09-27,Late Delivery,Customer Preference,1410.45,Approved,Opened
R002144,O015654,2026-03-05,Wrong Size,Customer Preference,265.16,Approved,Damaged
R002145,O015657,2026-06-25,Missing Accessories,Product Issue,2077.54,Rejected,Damaged
R002146,O015658,2026-08-03,Not as Expected,Customer Preference,322.86,Approved,Damaged
R002147,O015668,2025-08-31,Wrong Size,Customer Preference,949.78,Approved,Opened
R002148,O015681,2026-08-19,Wrong Size,Customer Preference,1692.76,Approved,Good
R002149,O015698,2026-06-19,Wrong Size,Customer Preference,1923.5,Approved,Opened
R002150,O015705,2026-08-04,Not as Expected,Customer Preference,285.9,Rejected,Damaged
R002151,O015710,2026-06-03,Wrong Product,Product Issue,3467.57,Approved,Damaged
R002152,O015716,2025-10-03,Late Delivery,Customer Preference,1379.18,Approved,Damaged
R002153,O015725,2025-08-26,Wrong Product,Product Issue,2002.23,Approved,Damaged
R002154,O015741,2026-08-19,Late Delivery,Customer Preference,1306.35,Approved,Good
R002155,O015747,2026-01-16,Product Quality Issue,Product Issue,1778.81,Approved,Opened
R002156,O015759,2025-10-14,Late Delivery,Customer Preference,1962.8,Approved,Opened
R002157,O015779,2026-03-05,Wrong Size,Customer Preference,1352.7,Approved,Damaged
R002158,O015781,2025-12-29,Not as Expected,Customer Preference,1188.73,Approved,Damaged
R002159,O015782,2026-02-10,Changed Mind,Customer Preference,2655.4,Approved,Good
R002160,O015791,2026-01-19,Not as Expected,Customer Preference,2279.49,Approved,Opened
R002161,O015799,2026-06-06,Changed Mind,Customer Preference,652.92,Approved,Opened
R002162,O015802,2026-04-09,Not as Expected,Customer Preference,842.61,Approved,Damaged
R002163,O015810,2026-02-28,Late Delivery,Customer Preference,3493.27,Approved,Opened
R002164,O015815,2026-08-09,Late Delivery,Customer Preference,1236.43,Approved,Good
R002165,O015818,2025-11-03,Wrong Size,Customer Preference,954.24,Approved,Damaged
R002166,O015822,2025-11-13,Wrong Product,Product Issue,1757.08,Approved,Damaged
R002167,O015840,2026-07-08,Wrong Product,Product Issue,2215.1,Approved,Damaged
R002168,O015852,2025-08-27,Product Quality Issue,Product Issue,153.31,Approved,Opened
R002169,O015857,2026-03-02,Changed Mind,Customer Preference,2038.51,Approved,Damaged
R002170,O015862,2026-04-12,Wrong Size,Customer Preference,4820.3,Approved,Good
R002171,O015864,2025-11-01,Changed Mind,Customer Preference,683.4,Approved,Damaged
R002172,O015884,2025-09-08,Not as Expected,Customer Preference,2726.31,Approved,Opened
R002173,O015890,2026-04-05,Wrong Size,Customer Preference,850.05,Rejected,Good
R002174,O015896,2026-06-02,Not as Expected,Customer Preference,1318.62,Approved,Good
R002175,O015900,2025-12-03,Wrong Size,Customer Preference,3715.61,Approved,Damaged
R002176,O015907,2025-12-05,Not as Expected,Customer Preference,1404.52,Approved,Opened
R002177,O015921,2025-08-26,Wrong Size,Customer Preference,1628.84,Approved,Damaged
R002178,O015931,2025-12-10,Product Quality Issue,Product Issue,695.23,Approved,Good
R002179,O015936,2026-03-09,Not as Expected,Customer Preference,917.68,Approved,Opened
R002180,O015938,2025-09-21,Damaged Product,Product Issue,818.5,Approved,Opened
R002181,O015940,2026-05-13,Wrong Size,Customer Preference,1726.81,Approved,Good
R002182,O015958,2025-10-08,Late Delivery,Customer Preference,638.97,Approved,Opened
R002183,O015959,2026-07-05,Late Delivery,Customer Preference,1868.56,Approved,Opened
R002184,O015969,2025-11-08,Wrong Product,Product Issue,1537.06,Approved,Good
R002185,O015974,2026-05-01,Not as Expected,Customer Preference,3387.65,Approved,Damaged
R002186,O015977,2026-05-22,Late Delivery,Customer Preference,1707.44,Approved,Opened
R002187,O015979,2025-09-05,Product Quality Issue,Product Issue,607.03,Approved,Damaged
R002188,O015984,2025-08-23,Wrong Size,Customer Preference,710.88,Approved,Good
R002189,O015995,2025-11-02,Wrong Size,Customer Preference,1244.0,Approved,Damaged
R002190,O015998,2026-04-01,Late Delivery,Customer Preference,1055.02,Approved,Opened
R002191,O016001,2026-03-30,Product Quality Issue,Product Issue,941.88,Approved,Good
R002192,O016009,2026-04-27,Not as Expected,Customer Preference,723.89,Rejected,Damaged
R002193,O016012,2025-11-24,Wrong Size,Customer Preference,668.17,Approved,Good
R002194,O016014,2025-10-28,Product Quality Issue,Product Issue,1165.32,Approved,Opened
R002195,O016022,2025-12-10,Changed Mind,Customer Preference,1015.27,Approved,Good
R002196,O016024,2025-09-01,Wrong Size,Customer Preference,561.47,Approved,Opened
R002197,O016027,2026-07-27,Wrong Size,Customer Preference,433.11,Rejected,Damaged
R002198,O016038,2025-09-28,Wrong Size,Customer Preference,881.63,Approved,Damaged
R002199,O016039,2026-03-10,Changed Mind,Customer Preference,283.94,Approved,Damaged
R002200,O016048,2026-05-19,Wrong Size,Customer Preference,1338.06,Approved,Good
R002201,O016052,2026-03-17,Missing Accessories,Product Issue,2288.19,Approved,Good
R002202,O016063,2026-02-14,Wrong Size,Customer Preference,7937.67,Approved,Good
R002203,O016066,2026-08-04,Product Quality Issue,Product Issue,1574.81,Approved,Good
R002204,O016080,2025-11-30,Product Quality Issue,Product Issue,5762.61,Approved,Good
R002205,O016081,2026-04-19,Late Delivery,Customer Preference,1774.47,Approved,Opened
R002206,O016085,2026-01-11,Product Quality Issue,Product Issue,733.55,Approved,Damaged
R002207,O016087,2025-12-15,Changed Mind,Customer Preference,668.45,Approved,Good
R002208,O016095,2026-06-17,Changed Mind,Customer Preference,860.41,Rejected,Opened
R002209,O016105,2025-08-24,Missing Accessories,Product Issue,14643.01,Approved,Damaged
R002210,O016107,2026-03-24,Product Quality Issue,Product Issue,1937.48,Approved,Opened
R002211,O016108,2026-01-22,Missing Accessories,Product Issue,2136.24,Approved,Damaged
R002212,O016110,2026-05-20,Changed Mind,Customer Preference,2167.58,Approved,Good
R002213,O016114,2026-08-15,Damaged Product,Product Issue,986.38,Approved,Opened
R002214,O016127,2025-11-26,Missing Accessories,Product Issue,1974.86,Rejected,Good
R002215,O016136,2026-02-27,Changed Mind,Customer Preference,525.54,Approved,Opened
R002216,O016138,2026-05-27,Missing Accessories,Product Issue,835.21,Approved,Damaged
R002217,O016151,2026-01-17,Product Quality Issue,Product Issue,2099.07,Approved,Opened
R002218,O016152,2026-07-18,Missing Accessories,Product Issue,477.65,Approved,Damaged
R002219,O016173,2026-03-26,Missing Accessories,Product Issue,2617.67,Approved,Damaged
R002220,O016174,2025-11-26,Not as Expected,Customer Preference,1465.99,Approved,Good
R002221,O016176,2025-09-29,Damaged Product,Product Issue,884.96,Approved,Opened
R002222,O016180,2026-07-26,Late Delivery,Customer Preference,272.13,Approved,Damaged
R002223,O016189,2025-12-17,Wrong Size,Customer Preference,1390.58,Approved,Good
R002224,O016192,2025-08-26,Product Quality Issue,Product Issue,1563.43,Approved,Opened
R002225,O016199,2026-07-01,Product Quality Issue,Product Issue,694.51,Approved,Damaged
R002226,O016200,2026-03-29,Late Delivery,Customer Preference,405.35,Approved,Opened
R002227,O016204,2025-10-01,Damaged Product,Product Issue,1474.29,Approved,Good
R002228,O016216,2026-02-02,Product Quality Issue,Product Issue,1993.78,Approved,Opened
R002229,O016225,2026-04-17,Wrong Product,Product Issue,1432.6,Approved,Good
R002230,O016230,2026-01-17,Not as Expected,Customer Preference,740.82,Approved,Damaged
R002231,O016234,2025-12-01,Missing Accessories,Product Issue,1112.0,Approved,Good
R002232,O016238,2026-02-03,Product Quality Issue,Product Issue,2456.16,Approved,Opened
R002233,O016264,2025-12-07,Product Quality Issue,Product Issue,208.71,Approved,Good
R002234,O016275,2026-01-19,Damaged Product,Product Issue,261.96,Approved,Good
R002235,O016279,2026-07-04,Not as Expected,Customer Preference,1264.91,Approved,Damaged
R002236,O016280,2026-02-22,Missing Accessories,Product Issue,702.47,Approved,Good
R002237,O016282,2026-01-30,Product Quality Issue,Product Issue,262.4,Approved,Good
R002238,O016286,2026-01-30,Wrong Size,Customer Preference,750.56,Rejected,Opened
R002239,O016296,2026-01-14,Wrong Size,Customer Preference,2756.96,Rejected,Damaged
R002240,O016300,2025-11-20,Missing Accessories,Product Issue,585.41,Approved,Opened
R002241,O016305,2025-10-21,Wrong Product,Product Issue,1811.21,Approved,Damaged
R002242,O016307,2026-03-13,Missing Accessories,Product Issue,1669.46,Approved,Damaged
R002243,O016312,2026-06-11,Late Delivery,Customer Preference,2627.27,Approved,Opened
R002244,O016313,2026-07-08,Product Quality Issue,Product Issue,679.77,Approved,Good
R002245,O016315,2025-09-15,Wrong Size,Customer Preference,4832.58,Approved,Opened
R002246,O016332,2026-03-11,Not as Expected,Customer Preference,2119.58,Approved,Good
R002247,O016333,2026-05-23,Damaged Product,Product Issue,2270.92,Approved,Damaged
R002248,O016335,2026-01-21,Late Delivery,Customer Preference,818.49,Approved,Opened
R002249,O016336,2025-09-20,Missing Accessories,Product Issue,1390.4,Approved,Good
R002250,O016342,2026-05-15,Not as Expected,Customer Preference,10358.41,Approved,Good
R002251,O016349,2025-09-28,Wrong Size,Customer Preference,1605.51,Approved,Good
R002252,O016353,2026-01-29,Product Quality Issue,Product Issue,1869.15,Approved,Damaged
R002253,O016373,2026-02-08,Damaged Product,Product Issue,299.24,Approved,Opened
R002254,O016378,2025-08-30,Wrong Product,Product Issue,626.51,Approved,Damaged
R002255,O016393,2026-03-10,Damaged Product,Product Issue,246.55,Approved,Good
R002256,O016394,2026-04-09,Late Delivery,Customer Preference,397.75,Approved,Damaged
R002257,O016396,2026-05-14,Wrong Product,Product Issue,500.57,Approved,Damaged
R002258,O016407,2026-03-16,Damaged Product,Product Issue,1718.68,Rejected,Good
R002259,O016409,2025-09-24,Wrong Product,Product Issue,1019.6,Approved,Good
R002260,O016413,2026-03-01,Changed Mind,Customer Preference,1728.02,Approved,Good
R002261,O016415,2026-03-22,Wrong Size,Customer Preference,342.77,Approved,Opened
R002262,O016419,2025-12-12,Wrong Size,Customer Preference,3138.4,Approved,Good
R002263,O016421,2025-11-20,Changed Mind,Customer Preference,1284.29,Approved,Good
R002264,O016423,2026-03-04,Missing Accessories,Product Issue,1388.68,Approved,Opened
R002265,O016435,2026-05-11,Missing Accessories,Product Issue,3042.73,Rejected,Opened
R002266,O016436,2025-11-01,Product Quality Issue,Product Issue,1693.5,Approved,Good
R002267,O016444,2025-08-21,Changed Mind,Customer Preference,2432.97,Approved,Opened
R002268,O016448,2026-05-12,Not as Expected,Customer Preference,1854.06,Approved,Damaged
R002269,O016453,2026-02-20,Changed Mind,Customer Preference,99.7,Approved,Damaged
R002270,O016457,2026-03-12,Damaged Product,Product Issue,2348.75,Approved,Opened
R002271,O016462,2025-12-20,Late Delivery,Customer Preference,1925.93,Approved,Damaged
R002272,O016467,2025-10-26,Not as Expected,Customer Preference,230.57,Approved,Damaged
R002273,O016481,2026-06-14,Changed Mind,Customer Preference,1597.43,Approved,Damaged
R002274,O016488,2026-03-01,Product Quality Issue,Product Issue,1140.65,Approved,Good
R002275,O016491,2026-02-14,Product Quality Issue,Product Issue,385.26,Approved,Opened
R002276,O016492,2025-11-06,Wrong Product,Product Issue,2658.16,Approved,Opened
R002277,O016493,2026-06-23,Missing Accessories,Product Issue,351.36,Approved,Good
R002278,O016498,2026-06-08,Late Delivery,Customer Preference,337.41,Approved,Damaged
R002279,O016511,2025-10-26,Missing Accessories,Product Issue,1529.43,Approved,Good
R002280,O016513,2026-07-25,Wrong Size,Customer Preference,1599.95,Approved,Good
R002281,O016520,2025-12-19,Late Delivery,Customer Preference,3141.94,Approved,Good
R002282,O016523,2026-01-14,Damaged Product,Product Issue,1677.93,Approved,Opened
R002283,O016528,2025-12-08,Not as Expected,Customer Preference,1571.55,Approved,Good
R002284,O016530,2026-02-15,Changed Mind,Customer Preference,4247.99,Approved,Damaged
R002285,O016541,2026-07-29,Not as Expected,Customer Preference,5148.75,Approved,Damaged
R002286,O016546,2026-08-02,Product Quality Issue,Product Issue,2029.75,Approved,Good
R002287,O016551,2025-12-29,Missing Accessories,Product Issue,1622.3,Approved,Opened
R002288,O016553,2026-04-04,Wrong Size ,Customer Preference,764.13,Approved,Good
R002289,O016564,2026-02-02,Product Quality Issue,Product Issue,271.84,Approved,Good
R002290,O016570,2025-10-09,Damaged Product,Product Issue,395.84,Approved,Opened
R002291,O016571,2025-10-17,Changed Mind,Customer Preference,1557.28,Approved,Opened
R002292,O016591,2026-08-05,Not as Expected,Customer Preference,1678.69,Approved,Damaged
R002293,O016595,2026-06-25,Not as Expected,Customer Preference,692.14,Approved,Opened
R002294,O016604,2026-04-18,Late Delivery,Customer Preference,1665.48,Approved,Opened
R002295,O016614,2025-09-16,Missing Accessories,Product Issue,1349.44,Approved,Opened
R002296,O016623,2026-04-04,Not as Expected,Customer Preference,793.88,Approved,Damaged
R002297,O016637,2026-02-05,Damaged Product,Product Issue,783.06,Approved,Good
R002298,O016652,2026-08-09,Changed Mind,Customer Preference,1789.97,Approved,Damaged
R002299,O016663,2026-07-21,Wrong Product,Product Issue,4121.21,Approved,Good
R002300,O016664,2026-06-21,Wrong Size,Customer Preference,1872.34,Rejected,Opened
R002301,O016677,2026-04-18,Missing Accessories,Product Issue,939.54,Approved,Opened
R002302,O016681,2025-10-12,Product Quality Issue,Product Issue,318.85,Approved,Damaged
R002303,O016684,2026-04-10,Damaged Product,Product Issue,1832.76,Approved,Damaged
R002304,O016692,2025-10-16,Changed Mind,Customer Preference,420.43,Approved,Good
R002305,O016700,2025-12-10,Product Quality Issue,Product Issue,1973.74,Approved,Good
R002306,O016706,2026-05-07,Damaged Product,Product Issue,1457.55,Approved,Good
R002307,O016707,2025-10-20,Wrong Product,Product Issue,2164.04,Rejected,Good
R002308,O016708,2026-05-23,Changed Mind,Customer Preference,1337.58,Rejected,Good
R002309,O016709,2026-05-22,Wrong Size,Customer Preference,6632.02,Approved,Good
R002310,O016720,2026-04-28,Missing Accessories,Product Issue,595.82,Approved,Good
R002311,O016727,2025-10-06,Wrong Product,Product Issue,1461.25,Approved,Damaged
R002312,O016742,2026-01-19,Changed Mind,Customer Preference,1673.52,Approved,Damaged
R002313,O016743,2026-02-02,Changed Mind,Customer Preference,826.16,Approved,Damaged
R002314,O016751,2025-11-21,Not as Expected,Customer Preference,1869.75,Approved,Opened
R002315,O016764,2026-02-01,Changed Mind,Customer Preference,2252.09,Approved,Opened
R002316,O016766,2025-10-06,Changed Mind,Customer Preference,340.15,Rejected,Opened
R002317,O016782,2025-10-24,Damaged Product,Product Issue,1027.87,Approved,Good
R002318,O016787,2026-07-13,Late Delivery,Customer Preference,3151.01,Approved,Opened
R002319,O016791,2025-10-27,Missing Accessories,Product Issue,441.76,Approved,Damaged
R002320,O016792,2026-01-18,Product Quality Issue,Product Issue,5778.31,Rejected,Opened
R002321,O016806,2026-01-23,Wrong Product,Product Issue,1400.88,Approved,Good
R002322,O016807,2026-03-08,Late Delivery,Customer Preference,3062.7,Approved,Opened
R002323,O016809,2025-09-21,Not as Expected,Customer Preference,882.07,Approved,Good
R002324,O016824,2025-09-10,Product Quality Issue,Product Issue,1694.35,Approved,Damaged
R002325,O016828,2025-10-27,Product Quality Issue,Product Issue,1008.51,Approved,Opened
R002326,O016831,2026-06-11,Late Delivery,Customer Preference,581.3,Approved,Opened
R002327,O016850,2025-09-13,Not as Expected,Customer Preference,1192.41,Approved,Opened
R002328,O016852,2025-10-26,Product Quality Issue,Product Issue,4677.55,Approved,Damaged
R002329,O016858,2025-11-20,Wrong Product,Product Issue,696.27,Approved,Good
R002330,O016870,2026-06-11,Not as Expected,Customer Preference,2404.56,Approved,Damaged
R002331,O016871,2026-06-22,Missing Accessories,Product Issue,1817.07,Approved,Damaged
R002332,O016874,2026-02-25,Product Quality Issue,Product Issue,796.82,Approved,Opened
R002333,O016875,2026-06-26,Changed Mind,Customer Preference,593.17,Approved,Opened
R002334,O016882,2025-11-25,Wrong Size,Customer Preference,3204.41,Approved,Opened
R002335,O016886,2025-09-10,Wrong Size,Customer Preference,381.94,Approved,Damaged
R002336,O016893,2025-10-25,Late Delivery,Customer Preference,1674.84,Approved,Damaged
R002337,O016908,2026-06-01,Wrong Size,Customer Preference,691.4,Rejected,Opened
R002338,O016919,2026-02-23,Wrong Size,Customer Preference,447.03,Approved,Opened
R002339,O016921,2026-05-28,Wrong Size,Customer Preference,1152.24,Approved,Opened
R002340,O016924,2025-10-13,Damaged Product,Product Issue,2866.14,Approved,Opened
R002341,O016926,2026-05-18,Product Quality Issue,Product Issue,958.38,Approved,Damaged
R002342,O016928,2026-01-04,Changed Mind,Customer Preference,747.17,Approved,Opened
R002343,O016934,2026-04-12,Wrong Size,Customer Preference,1582.58,Approved,Damaged
R002344,O016939,2026-03-31,Wrong Size,Customer Preference,2485.42,Approved,Good
R002345,O016948,2025-12-29,Wrong Size,Customer Preference,1631.58,Approved,Opened
R002346,O016957,2026-04-02,Damaged Product,Product Issue,2238.87,Approved,Good
R002347,O016962,2026-01-12,Late Delivery,Customer Preference,2562.36,Approved,Damaged
R002348,O016964,2026-07-18,Damaged Product,Product Issue,2619.75,Approved,Good
R002349,O016965,2026-02-28,Product Quality Issue,Product Issue,319.64,Approved,Opened
R002350,O016975,2026-04-18,Wrong Product,Product Issue,2063.47,Approved,Damaged
R002351,O016976,2026-06-03,Wrong Size,Customer Preference,7100.13,Approved,Opened
R002352,O016978,2026-05-12,Missing Accessories,Product Issue,128.36,Approved,Good
R002353,O016990,2026-08-08,Damaged Product,Product Issue,1693.4,Approved,Damaged
R002354,O016994,2026-07-03,Not as Expected,Customer Preference,1509.27,Approved,Damaged
R002355,O017012,2025-09-11,Damaged Product,Product Issue,3804.01,Approved,Good
R002356,O017014,2026-08-07,Changed Mind,Customer Preference,3508.17,Approved,Opened
R002357,O017017,2026-03-26,Damaged Product,Product Issue,1071.29,Approved,Good
R002358,O017018,2025-09-11,Damaged Product,Product Issue,1433.25,Approved,Opened
R002359,O017021,2025-11-26,Missing Accessories,Product Issue,894.75,Approved,Opened
R002360,O017029,2026-02-11,Wrong Size,Customer Preference,3709.44,Approved,Good
R002361,O017030,2026-05-21,Wrong Size,Customer Preference,551.36,Approved,Good
R002362,O017031,2026-01-26,Damaged Product,Product Issue,2409.5,Approved,Good
R002363,O017039,2026-06-18,Wrong Product,Product Issue,831.32,Approved,Opened
R002364,O017044,2026-07-08,Changed Mind,Customer Preference,1860.73,Approved,Good
R002365,O017046,2026-04-22,Late Delivery,Customer Preference,1614.17,Approved,Good
R002366,O017067,2026-07-14,Damaged Product,Product Issue,1716.91,Approved,Good
R002367,O017068,2026-01-30,Not as Expected,Customer Preference,3234.85,Approved,Opened
R002368,O017073,2026-01-02,Changed Mind,Customer Preference,708.94,Approved,Good
R002369,O017089,2025-10-25,Missing Accessories,Product Issue,1248.98,Approved,Damaged
R002370,O017116,2026-07-01,Not as Expected,Customer Preference,357.78,Approved,Damaged
R002371,O017149,2026-04-21,Wrong Product,Product Issue,3980.22,Approved,Opened
R002372,O017151,2026-01-14,Not as Expected,Customer Preference,1460.82,Approved,Opened
R002373,O017163,2026-08-12,Wrong Size,Customer Preference,1379.59,Approved,Opened
R002374,O017167,2025-11-29,Product Quality Issue,Product Issue,1884.98,Approved,Damaged
R002375,O017174,2026-04-11,Missing Accessories,Product Issue,5458.58,Approved,Damaged
R002376,O017184,2026-01-31,Late Delivery,Customer Preference,2514.85,Approved,Damaged
R002377,O017186,2025-12-10,Wrong Product,Product Issue,102.16,Rejected,Damaged
R002378,O017204,2025-09-10,Late Delivery,Customer Preference,893.79,Approved,Damaged
R002379,O017208,2026-03-24,Late Delivery,Customer Preference,1747.67,Approved,Good
R002380,O017212,2025-12-24,Damaged Product,Product Issue,2100.03,Approved,Good
R002381,O017220,2026-01-18,Late Delivery,Customer Preference,2795.86,Approved,Opened
R002382,O017234,2025-08-30,Wrong Size,Customer Preference,2799.26,Approved,Damaged
R002383,O017244,2026-04-03,Wrong Size,Customer Preference,265.7,Approved,Good
R002384,O017249,2025-12-08,Damaged Product,Product Issue,5336.53,Approved,Good
R002385,O017254,2025-10-25,Wrong Product,Product Issue,882.32,Approved,Damaged
R002386,O017260,2025-11-05,Wrong Size,Customer Preference,351.08,Approved,Opened
R002387,O017264,2025-09-11,Late Delivery,Customer Preference,1346.15,Approved,Damaged
R002388,O017267,2026-08-15,Damaged Product,Product Issue,985.22,Approved,Good
R002389,O017270,2025-09-03,Wrong Product,Product Issue,735.26,Rejected,Good
R002390,O017273,2026-08-05,Wrong Size,Customer Preference,748.0,Approved,Good
R002391,O017279,2025-10-14,Damaged Product,Product Issue,1163.43,Approved,Opened
R002392,O017295,2026-02-28,Missing Accessories,Product Issue,1698.53,Approved,Good
R002393,O017297,2026-06-18,Damaged Product,Product Issue,1477.39,Approved,Damaged
R002394,O017301,2026-03-22,Not as Expected,Customer Preference,3342.43,Approved,Damaged
R002395,O017308,2026-07-15,Missing Accessories,Product Issue,776.62,Approved,Opened
R002396,O017309,2025-10-08,Changed Mind,Customer Preference,963.2,Rejected,Damaged
R002397,O017315,2026-05-07,Wrong Size,Customer Preference,1308.58,Approved,Good
R002398,O017318,2025-08-22,Missing Accessories,Product Issue,1811.24,Approved,Damaged
R002399,O017322,2026-06-19,Not as Expected,Customer Preference,1151.11,Approved,Good
R002400,O017339,2026-01-04,Damaged Product,Product Issue,663.01,Approved,Good
R002401,O017340,2026-08-15,Missing Accessories,Product Issue,436.55,Approved,Opened
R002402,O017352,2026-04-24,Missing Accessories,Product Issue,1211.66,Approved,Damaged
R002403,O017378,2026-01-23,Late Delivery,Customer Preference,883.82,Approved,Damaged
R002404,O017388,2026-03-20,Damaged Product,Product Issue,377.08,Approved,Opened
R002405,O017391,2026-04-23,Missing Accessories,Product Issue,557.29,Approved,Good
R002406,O017392,2026-02-25,Missing Accessories,Product Issue,657.93,Approved,Opened
R002407,O017398,2025-12-04,Wrong Product,Product Issue,1728.1,Approved,Opened
R002408,O017418,2026-02-22,Missing Accessories,Product Issue,1233.56,Rejected,Damaged
R002409,O017428,2026-05-02,Product Quality Issue,Product Issue,850.95,Approved,Good
R002410,O017431,2025-11-01,Missing Accessories,Product Issue,2323.9,Rejected,Good
R002411,O017432,2025-12-25,Not as Expected,Customer Preference,1536.42,Approved,Good
R002412,O017435,2025-08-25,Late Delivery,Customer Preference,2938.19,Approved,Opened
R002413,O017449,2025-09-08,Damaged Product,Product Issue,2019.79,Approved,Damaged
R002414,O017459,2026-03-29,Changed Mind,Customer Preference,1217.07,Approved,Good
R002415,O017460,2025-11-30,Late Delivery,Customer Preference,5360.62,Approved,Good
R002416,O017461,2026-08-20,Changed Mind,Customer Preference,265.64,Approved,Opened
